defect_id,department,system_source,station_code,station_name,chainage_km,track_id,defect_category,defect_description,asset_age_years,overdue_days,hotspot_temp_celsius,estimated_repair_hours,power_block_required,tower_wagon_required,safety_risk_score,target_mpi_score,urgency_level
TDMS-DEF-0192,ELECTRICAL_TRD,TDMS,MS,Chennai Egmore,3.67,LINE_3_MAIN_DN,INSULATOR_FLASHOVER_RISK,Severe pollution & industrial carbon coating on 25kV composite insulator,2.9,3,55.9,2.5,1,0,8,44.5,MEDIUM_PLANNED
TDMS-DEF-0193,ELECTRICAL_TRD,TDMS,MBM,Mambalam,10.92,LINE_3_MAIN_DN,CATENARY_DROPPER_FATIGUE,Loose/broken flexible current droppers sparking under pantograph passage,10.5,13,67.4,2.0,1,0,6,48.0,MEDIUM_PLANNED
TDMS-DEF-0194,ELECTRICAL_TRD,TDMS,MMNK,Maraimalai Nagar,46.37,LINE_2_SUBURBAN_UP,INSULATOR_ROUTINE_CLEANING,Scheduled dry cleaning and visual inspection of 25kV bracket insulators,3.5,6,82.1,1.5,1,0,5,39.7,MEDIUM_PLANNED
TDMS-DEF-0195,ELECTRICAL_TRD,TDMS,POTI,Potheri,44.05,LINE_1_SUBURBAN_DN,SECTION_INSULATOR_PITTING,Section insulator runner burnt requiring re-alignment and replacement,1.2,2,81.1,2.5,1,1,9,55.7,CRITICAL_EMERGENCY
TDMS-DEF-0196,ELECTRICAL_TRD,TDMS,MPK,Chennai Park,3.46,LINE_3_MAIN_DN,NEUTRAL_SECTION_MAINTENANCE,PTFE short neutral section assembly inspection and arc horn gap setting,15.9,22,59.8,3.5,1,1,8,64.2,HIGH_PRIORITY
TDMS-DEF-0197,ELECTRICAL_TRD,TDMS,SKL,Singaperumal Koil,51.1,3RD_LINE_BIDIRECTIONAL,CONTACT_WIRE_CONDEMNING_WEAR,Contact wire residual diameter worn down to 8.2mm (condemning limit 8.25mm),11.6,4,71.0,3.0,1,1,8,53.2,MEDIUM_PLANNED
TDMS-DEF-0198,ELECTRICAL_TRD,TDMS,GDY,Guindy,15.04,LINE_3_MAIN_DN,OHE_HEIGHT_STAGGER_ROUTINE,Routine measurement of contact wire height and stagger at masts,10.4,7,53.6,1.5,1,0,2,19.6,ROUTINE_CYCLE
TDMS-DEF-0199,ELECTRICAL_TRD,TDMS,MSC,Chetpet,5.93,LINE_4_MAIN_UP,INSULATOR_ROUTINE_CLEANING,Scheduled dry cleaning and visual inspection of 25kV bracket insulators,13.7,23,67.8,1.5,1,0,2,36.4,MEDIUM_PLANNED
TDMS-DEF-0200,ELECTRICAL_TRD,TDMS,MBM,Mambalam,11.19,LINE_4_MAIN_UP,INSULATOR_FLASHOVER_RISK,Severe pollution & industrial carbon coating on 25kV composite insulator,2.8,9,39.7,2.5,1,0,8,43.8,MEDIUM_PLANNED
TDMS-DEF-0201,ELECTRICAL_TRD,TDMS,MMNK,Maraimalai Nagar,46.33,LINE_2_SUBURBAN_UP,SECTION_INSULATOR_PITTING,Section insulator runner burnt requiring re-alignment and replacement,2.0,1,63.6,2.5,1,1,9,50.1,CRITICAL_EMERGENCY
TDMS-DEF-0202,ELECTRICAL_TRD,TDMS,MSC,Chetpet,6.93,LINE_4_MAIN_UP,OHE_HEIGHT_STAGGER_ROUTINE,Routine measurement of contact wire height and stagger at masts,4.0,28,57.5,1.5,1,0,2,32.9,ROUTINE_CYCLE
TDMS-DEF-0203,ELECTRICAL_TRD,TDMS,TBM,Tambaram,29.3,3RD_LINE_BIDIRECTIONAL,OHE_HEIGHT_STAGGER_ROUTINE,Routine measurement of contact wire height and stagger at masts,4.8,9,39.1,1.5,1,0,3,19.5,ROUTINE_CYCLE
TDMS-DEF-0204,ELECTRICAL_TRD,TDMS,STM,St. Thomas Mount,17.38,LINE_1_SUBURBAN_DN,CATENARY_DROPPER_FATIGUE,Loose/broken flexible current droppers sparking under pantograph passage,12.3,4,59.1,2.0,1,0,7,45.0,MEDIUM_PLANNED
TDMS-DEF-0205,ELECTRICAL_TRD,TDMS,MKK,Kodambakkam,9.43,LINE_1_SUBURBAN_DN,SECTION_INSULATOR_PITTING,Section insulator runner burnt requiring re-alignment and replacement,3.5,1,54.9,2.5,1,1,8,43.1,MEDIUM_PLANNED
TDMS-DEF-0206,ELECTRICAL_TRD,TDMS,VDR,Vandalur,33.94,LINE_1_SUBURBAN_DN,CANTILEVER_BRACKET_MISALIGN,Cantilever bracket registration arm shifted due to thermal expansion,4.0,15,56.3,2.0,1,0,6,43.5,MEDIUM_PLANNED
TDMS-DEF-0207,ELECTRICAL_TRD,TDMS,MPK,Chennai Park,2.53,LINE_1_SUBURBAN_DN,CANTILEVER_BRACKET_MISALIGN,Cantilever bracket registration arm shifted due to thermal expansion,17.1,9,87.8,2.0,1,0,6,54.0,MEDIUM_PLANNED
TDMS-DEF-0208,ELECTRICAL_TRD,TDMS,MSB,Chennai Beach,0.1,LINE_1_SUBURBAN_DN,SECTION_INSULATOR_PITTING,Section insulator runner burnt requiring re-alignment and replacement,8.4,7,36.3,2.5,1,1,7,38.6,MEDIUM_PLANNED
TDMS-DEF-0209,ELECTRICAL_TRD,TDMS,MMNK,Maraimalai Nagar,47.01,LINE_1_SUBURBAN_DN,OHE_HEIGHT_STAGGER_ROUTINE,Routine measurement of contact wire height and stagger at masts,9.7,22,49.7,1.5,1,0,3,33.7,ROUTINE_CYCLE
TDMS-DEF-0210,ELECTRICAL_TRD,TDMS,VDR,Vandalur,34.76,LINE_1_SUBURBAN_DN,CONTACT_WIRE_CONDEMNING_WEAR,Contact wire residual diameter worn down to 8.2mm (condemning limit 8.25mm),7.1,15,86.6,3.0,1,1,10,73.8,CRITICAL_EMERGENCY
TDMS-DEF-0211,ELECTRICAL_TRD,TDMS,MSF,Chennai Fort,1.46,LINE_1_SUBURBAN_DN,SECTION_INSULATOR_PITTING,Section insulator runner burnt requiring re-alignment and replacement,4.0,1,74.7,2.5,1,1,8,49.2,MEDIUM_PLANNED
TDMS-DEF-0212,ELECTRICAL_TRD,TDMS,MSF,Chennai Fort,1.75,LINE_1_SUBURBAN_DN,CATENARY_DROPPER_FATIGUE,Loose/broken flexible current droppers sparking under pantograph passage,7.3,3,50.5,2.0,1,0,8,44.7,MEDIUM_PLANNED
TDMS-DEF-0213,ELECTRICAL_TRD,TDMS,PZA,Pazhavanthangal,19.26,LINE_1_SUBURBAN_DN,SECTION_INSULATOR_PITTING,Section insulator runner burnt requiring re-alignment and replacement,15.7,2,72.0,2.5,1,1,7,48.8,MEDIUM_PLANNED
TDMS-DEF-0214,ELECTRICAL_TRD,TDMS,MN,Meenambakkam,20.05,LINE_1_SUBURBAN_DN,NEUTRAL_SECTION_MAINTENANCE,PTFE short neutral section assembly inspection and arc horn gap setting,9.0,13,69.0,3.5,1,1,8,57.9,HIGH_PRIORITY
TDMS-DEF-0215,ELECTRICAL_TRD,TDMS,NBK,Nungambakkam,7.73,LINE_4_MAIN_UP,OHE_HEIGHT_STAGGER_ROUTINE,Routine measurement of contact wire height and stagger at masts,16.7,0,36.2,1.5,1,0,2,12.0,ROUTINE_CYCLE
TDMS-DEF-0216,ELECTRICAL_TRD,TDMS,TBMS,Tambaram Sanatorium,27.09,LINE_4_MAIN_UP,ROUTINE_MAST_BONDING_CHECK,Checking track bonding and structure bond continuity,13.5,8,36.0,1.0,1,0,3,21.3,ROUTINE_CYCLE
TDMS-DEF-0217,ELECTRICAL_TRD,TDMS,PZA,Pazhavanthangal,18.55,LINE_3_MAIN_DN,CANTILEVER_BRACKET_MISALIGN,Cantilever bracket registration arm shifted due to thermal expansion,17.9,14,90.8,2.0,1,0,6,58.7,HIGH_PRIORITY
TDMS-DEF-0218,ELECTRICAL_TRD,TDMS,CGL,Chengalpattu Junction,59.23,LINE_2_SUBURBAN_UP,ROUTINE_MAST_BONDING_CHECK,Checking track bonding and structure bond continuity,16.1,20,81.4,1.0,1,0,2,39.4,MEDIUM_PLANNED
TDMS-DEF-0219,ELECTRICAL_TRD,TDMS,TBM,Tambaram,29.77,LINE_1_SUBURBAN_DN,INSULATOR_FLASHOVER_RISK,Severe pollution & industrial carbon coating on 25kV composite insulator,6.5,4,57.4,2.5,1,0,6,37.1,MEDIUM_PLANNED
TDMS-DEF-0220,ELECTRICAL_TRD,TDMS,MPK,Chennai Park,3.39,LINE_2_SUBURBAN_UP,ROUTINE_MAST_BONDING_CHECK,Checking track bonding and structure bond continuity,4.7,17,43.7,1.0,1,0,2,21.4,ROUTINE_CYCLE
