defect_id,department,system_source,station_code,station_name,chainage_km,asset_id,asset_type,defect_category,defect_description,asset_age_years,overdue_days,operating_cycles_thousands,estimated_repair_hours,safety_risk_score,target_mpi_score,urgency_level
SMMS-DEF-0198,S_AND_T,SMMS,NBK,Nungambakkam,8.15,POINT-41,POINT_MACHINE,POINT_MACHINE_MOTOR_SLUGGISH,Point machine operation time sluggish (>4.5s vs 3.5s limit),11.0,0,261.2,2.0,7,47.5,MEDIUM_PLANNED
SMMS-DEF-0199,S_AND_T,SMMS,MN,Meenambakkam,20.09,SIG-MN-76,TRACK_CIRCUIT,TRACK_CIRCUIT_INSULATION_FAIL,G3(L) nylon insulated rail joint resistance dropped <100 ohms,7.1,36,281.4,2.0,9,85.7,CRITICAL_EMERGENCY
SMMS-DEF-0200,S_AND_T,SMMS,TBMS,Tambaram Sanatorium,27.64,SIG-TBMS-63,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,2.7,42,187.8,2.5,10,89.1,CRITICAL_EMERGENCY
SMMS-DEF-0201,S_AND_T,SMMS,MS,Chennai Egmore,4.74,SIG-MS-22,ABS_SIGNAL_POST,LED_UNIT_ROUTINE_INSPECTION,Quarterly photometric Lux measurement and aspect lens cleaning,11.9,11,279.6,1.0,2,32.5,ROUTINE_CYCLE
SMMS-DEF-0202,S_AND_T,SMMS,SP,Saidapet,12.78,SIG-SP-83,POINT_MACHINE,ROUTINE_POINT_CLEANING_GREASING,"Bi-weekly point cleaning, graphite greasing and switch chair plate check",9.3,7,26.4,1.0,2,15.6,ROUTINE_CYCLE
SMMS-DEF-0203,S_AND_T,SMMS,VDR,Vandalur,34.55,SIG-VDR-14,ELECTRONIC_INTERLOCKING,ELECTRONIC_INTERLOCKING_CARD,Hot standby CPU card transient communication packet loss,6.2,3,283.1,1.5,10,64.0,CRITICAL_EMERGENCY
SMMS-DEF-0204,S_AND_T,SMMS,MMNK,Maraimalai Nagar,46.96,POINT-142,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,13.5,16,21.2,2.5,9,59.3,CRITICAL_EMERGENCY
SMMS-DEF-0205,S_AND_T,SMMS,MMNK,Maraimalai Nagar,46.96,POINT-142,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,10.4,11,311.6,2.5,8,63.5,HIGH_PRIORITY
SMMS-DEF-0206,S_AND_T,SMMS,MMNK,Maraimalai Nagar,46.96,POINT-142,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,5.2,1,237.3,2.5,10,59.7,CRITICAL_EMERGENCY
SMMS-DEF-0207,S_AND_T,SMMS,MKK,Kodambakkam,9.62,SIG-MKK-72,ELECTRONIC_INTERLOCKING,ELECTRONIC_INTERLOCKING_CARD,Hot standby CPU card transient communication packet loss,11.5,24,279.5,1.5,9,77.8,CRITICAL_EMERGENCY
SMMS-DEF-0208,S_AND_T,SMMS,NBK,Nungambakkam,7.72,SIG-NBK-61,POWER_SUPPLY,SIGNAL_BATTERY_WATERING,Maintenance of 110V battery bank & electrolyte specific gravity check,2.5,17,274.6,1.5,2,33.3,ROUTINE_CYCLE
SMMS-DEF-0209,S_AND_T,SMMS,SP,Saidapet,12.9,POINT-63,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,4.1,29,154.2,2.5,10,77.5,CRITICAL_EMERGENCY
SMMS-DEF-0210,S_AND_T,SMMS,SP,Saidapet,12.77,SIG-SP-74,POINT_MACHINE,ROUTINE_POINT_CLEANING_GREASING,"Bi-weekly point cleaning, graphite greasing and switch chair plate check",6.3,12,296.5,1.0,3,36.9,MEDIUM_PLANNED
SMMS-DEF-0211,S_AND_T,SMMS,STM,St. Thomas Mount,17.12,POINT-82,POINT_MACHINE,POINT_MACHINE_MOTOR_SLUGGISH,Point machine operation time sluggish (>4.5s vs 3.5s limit),7.0,9,308.0,2.0,8,60.4,HIGH_PRIORITY
SMMS-DEF-0212,S_AND_T,SMMS,PZA,Pazhavanthangal,18.59,SIG-PZA-98,TRACK_CIRCUIT,TRACK_CIRCUIT_INSULATION_FAIL,G3(L) nylon insulated rail joint resistance dropped <100 ohms,1.8,5,23.4,2.0,6,30.9,ROUTINE_CYCLE
SMMS-DEF-0213,S_AND_T,SMMS,SP,Saidapet,12.9,POINT-63,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,9.9,26,221.7,2.5,10,80.8,CRITICAL_EMERGENCY
SMMS-DEF-0214,S_AND_T,SMMS,TBMS,Tambaram Sanatorium,26.88,SIG-TBMS-70,POINT_MACHINE,POINT_MACHINE_MOTOR_SLUGGISH,Point machine operation time sluggish (>4.5s vs 3.5s limit),13.7,20,212.4,2.0,9,72.1,CRITICAL_EMERGENCY
SMMS-DEF-0215,S_AND_T,SMMS,MBM,Mambalam,11.04,SIG-MBM-92,TRACK_CIRCUIT,TRACK_CIRCUIT_INSULATION_FAIL,G3(L) nylon insulated rail joint resistance dropped <100 ohms,4.5,0,288.1,2.0,7,46.2,MEDIUM_PLANNED
SMMS-DEF-0216,S_AND_T,SMMS,MKK,Kodambakkam,9.65,SIG-MKK-89,POWER_SUPPLY,SIGNAL_BATTERY_WATERING,Maintenance of 110V battery bank & electrolyte specific gravity check,6.3,0,46.2,1.5,3,14.8,ROUTINE_CYCLE
SMMS-DEF-0217,S_AND_T,SMMS,VDR,Vandalur,34.55,SIG-VDR-97,TRACK_CIRCUIT,TRACK_CIRCUIT_INSULATION_FAIL,G3(L) nylon insulated rail joint resistance dropped <100 ohms,2.1,4,34.5,2.0,7,35.8,MEDIUM_PLANNED
SMMS-DEF-0218,S_AND_T,SMMS,SP,Saidapet,12.66,SIG-SP-34,TRACK_CIRCUIT,TRACK_CIRCUIT_INSULATION_FAIL,G3(L) nylon insulated rail joint resistance dropped <100 ohms,2.7,16,248.5,2.0,6,51.3,MEDIUM_PLANNED
SMMS-DEF-0219,S_AND_T,SMMS,CGL,Chengalpattu Junction,59.7,SIG-CGL-94,ELECTRONIC_INTERLOCKING,ELECTRONIC_INTERLOCKING_CARD,Hot standby CPU card transient communication packet loss,5.1,43,57.7,1.5,9,79.3,CRITICAL_EMERGENCY
SMMS-DEF-0220,S_AND_T,SMMS,GDY,Guindy,14.77,SIG-GDY-61,ELECTRONIC_INTERLOCKING,ELECTRONIC_INTERLOCKING_CARD,Hot standby CPU card transient communication packet loss,6.1,1,25.8,1.5,10,49.5,CRITICAL_EMERGENCY
SMMS-DEF-0221,S_AND_T,SMMS,MKK,Kodambakkam,9.52,SIG-MKK-97,DIGITAL_AXLE_COUNTER,AXLE_COUNTER_DRIFT,High-frequency wheel sensor signal amplitude drift on rail foot,8.3,9,254.4,1.5,9,63.2,CRITICAL_EMERGENCY
SMMS-DEF-0222,S_AND_T,SMMS,GDY,Guindy,15.36,SIG-GDY-33,POWER_SUPPLY,SIGNAL_BATTERY_WATERING,Maintenance of 110V battery bank & electrolyte specific gravity check,4.8,4,158.6,1.5,3,23.0,ROUTINE_CYCLE
SMMS-DEF-0223,S_AND_T,SMMS,TBM,Tambaram,29.4,SIG-TBM-97,ABS_SIGNAL_POST,SIGNAL_ASPECT_LED_DEGRADATION,Main aspect LED unit luminous intensity below safety threshold,13.5,35,214.6,1.0,6,69.1,HIGH_PRIORITY
SMMS-DEF-0224,S_AND_T,SMMS,MMNK,Maraimalai Nagar,47.33,SIG-MMNK-52,ELECTRONIC_INTERLOCKING,ELECTRONIC_INTERLOCKING_CARD,Hot standby CPU card transient communication packet loss,5.9,18,193.6,1.5,9,66.4,CRITICAL_EMERGENCY
SMMS-DEF-0225,S_AND_T,SMMS,CMP,Chromepet,24.9,SIG-CMP-84,ABS_SIGNAL_POST,LED_UNIT_ROUTINE_INSPECTION,Quarterly photometric Lux measurement and aspect lens cleaning,14.2,18,36.7,1.0,1,21.9,ROUTINE_CYCLE
SMMS-DEF-0226,S_AND_T,SMMS,GI,Guduvancheri,40.29,SIG-GI-62,TRACK_CIRCUIT,TRACK_CIRCUIT_INSULATION_FAIL,G3(L) nylon insulated rail joint resistance dropped <100 ohms,1.3,6,275.5,2.0,6,44.1,MEDIUM_PLANNED
SMMS-DEF-0227,S_AND_T,SMMS,STM,St. Thomas Mount,17.03,SIG-STM-68,ABS_SIGNAL_POST,LED_UNIT_ROUTINE_INSPECTION,Quarterly photometric Lux measurement and aspect lens cleaning,2.6,5,278.0,1.0,1,18.9,ROUTINE_CYCLE
SMMS-DEF-0228,S_AND_T,SMMS,CMP,Chromepet,25.18,SIG-CMP-50,ABS_SIGNAL_POST,SIGNAL_ASPECT_LED_DEGRADATION,Main aspect LED unit luminous intensity below safety threshold,9.7,3,16.4,1.0,6,32.1,ROUTINE_CYCLE
SMMS-DEF-0229,S_AND_T,SMMS,GDY,Guindy,15.01,POINT-35,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,2.8,0,254.5,2.5,8,48.8,MEDIUM_PLANNED
SMMS-DEF-0230,S_AND_T,SMMS,CGL,Chengalpattu Junction,59.84,POINT-175,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,6.3,20,309.4,2.5,9,74.0,CRITICAL_EMERGENCY
SMMS-DEF-0231,S_AND_T,SMMS,SP,Saidapet,12.9,POINT-63,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,14.3,16,287.1,2.5,10,77.9,CRITICAL_EMERGENCY
SMMS-DEF-0232,S_AND_T,SMMS,TBM,Tambaram,29.14,POINT-118,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,4.1,81,226.5,2.5,10,100.0,CRITICAL_EMERGENCY
SMMS-DEF-0233,S_AND_T,SMMS,MS,Chennai Egmore,4.32,POINT-12,POINT_MACHINE,POINT_MACHINE_MOTOR_SLUGGISH,Point machine operation time sluggish (>4.5s vs 3.5s limit),9.0,56,65.9,2.0,8,86.7,CRITICAL_EMERGENCY
SMMS-DEF-0234,S_AND_T,SMMS,NBK,Nungambakkam,8.15,POINT-41,POINT_MACHINE,POINT_MACHINE_MOTOR_SLUGGISH,Point machine operation time sluggish (>4.5s vs 3.5s limit),8.0,8,174.9,2.0,8,53.3,MEDIUM_PLANNED
SMMS-DEF-0235,S_AND_T,SMMS,MSC,Chetpet,6.4,SIG-MSC-55,POINT_MACHINE,ROUTINE_POINT_CLEANING_GREASING,"Bi-weekly point cleaning, graphite greasing and switch chair plate check",11.4,14,65.3,1.0,2,24.0,ROUTINE_CYCLE
SMMS-DEF-0236,S_AND_T,SMMS,SP,Saidapet,12.9,POINT-63,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,2.4,28,238.9,2.5,10,80.3,CRITICAL_EMERGENCY
SMMS-DEF-0237,S_AND_T,SMMS,MS,Chennai Egmore,4.19,SIG-MS-58,POINT_MACHINE,POINT_MACHINE_MOTOR_SLUGGISH,Point machine operation time sluggish (>4.5s vs 3.5s limit),13.2,18,93.0,2.0,9,64.3,CRITICAL_EMERGENCY
SMMS-DEF-0238,S_AND_T,SMMS,VDR,Vandalur,34.93,SIG-VDR-93,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,12.6,2,29.7,2.5,8,43.1,MEDIUM_PLANNED
SMMS-DEF-0239,S_AND_T,SMMS,MN,Meenambakkam,19.66,SIG-MN-70,TRACK_CIRCUIT,TRACK_CIRCUIT_INSULATION_FAIL,G3(L) nylon insulated rail joint resistance dropped <100 ohms,10.7,5,77.7,2.0,8,47.2,MEDIUM_PLANNED
SMMS-DEF-0240,S_AND_T,SMMS,GDY,Guindy,14.93,SIG-GDY-94,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,8.0,1,205.0,2.5,10,59.2,CRITICAL_EMERGENCY
SMMS-DEF-0241,S_AND_T,SMMS,MS,Chennai Egmore,4.32,POINT-12,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,9.5,30,101.2,2.5,9,72.9,CRITICAL_EMERGENCY
SMMS-DEF-0242,S_AND_T,SMMS,VDR,Vandalur,34.14,SIG-VDR-76,TRACK_CIRCUIT,TRACK_CIRCUIT_INSULATION_FAIL,G3(L) nylon insulated rail joint resistance dropped <100 ohms,14.6,9,124.2,2.0,7,49.2,MEDIUM_PLANNED
SMMS-DEF-0243,S_AND_T,SMMS,TBM,Tambaram,29.14,POINT-118,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,13.7,2,224.9,2.5,9,58.3,CRITICAL_EMERGENCY
SMMS-DEF-0244,S_AND_T,SMMS,TBM,Tambaram,29.14,POINT-118,POINT_MACHINE,POINT_MACHINE_MOTOR_SLUGGISH,Point machine operation time sluggish (>4.5s vs 3.5s limit),1.8,11,48.7,2.0,9,52.0,CRITICAL_EMERGENCY
SMMS-DEF-0245,S_AND_T,SMMS,MSC,Chetpet,7.01,SIG-MSC-19,POWER_SUPPLY,SIGNAL_BATTERY_WATERING,Maintenance of 110V battery bank & electrolyte specific gravity check,11.0,9,45.9,1.5,3,23.9,ROUTINE_CYCLE
SMMS-DEF-0246,S_AND_T,SMMS,PV,Pallavaram,23.64,SIG-PV-43,TRACK_CIRCUIT,TRACK_CIRCUIT_INSULATION_FAIL,G3(L) nylon insulated rail joint resistance dropped <100 ohms,7.2,4,45.4,2.0,6,33.4,ROUTINE_CYCLE
SMMS-DEF-0247,S_AND_T,SMMS,GDY,Guindy,14.87,SIG-GDY-64,SIGNALLING_CABLE,CABLE_INSULATION_DROP,Underground signaling multicore cable megger value below 1 MOhm/km,11.2,1,44.0,3.0,5,27.5,ROUTINE_CYCLE
SMMS-DEF-0248,S_AND_T,SMMS,GDY,Guindy,15.01,POINT-35,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,3.0,11,124.0,2.5,9,56.2,CRITICAL_EMERGENCY
SMMS-DEF-0249,S_AND_T,SMMS,SP,Saidapet,13.28,SIG-SP-57,POINT_MACHINE,POINT_GROUND_CONNECTION_WEAR,Lock rod slack and stretcher bar clearance out of gauge,12.3,7,70.8,2.5,9,54.1,CRITICAL_EMERGENCY
SMMS-DEF-0250,S_AND_T,SMMS,PV,Pallavaram,22.92,SIG-PV-98,ELECTRONIC_INTERLOCKING,ELECTRONIC_INTERLOCKING_CARD,Hot standby CPU card transient communication packet loss,12.8,14,259.0,1.5,10,74.3,CRITICAL_EMERGENCY
