defect_id,department,system_source,station_code,station_name,chainage_km,defect_category,asset_age_years,overdue_days,estimated_repair_hours,safety_risk_score,target_mpi_score,urgency_level,predicted_mpi_score,predicted_urgency_level,priority_rank
TMS-DEF-0275,ENGINEERING_CIVIL,TMS,PZA,Pazhavanthangal,19.17,IMR_ULTRASONIC_FLAW,6.7,7,3.0,8,50.7,MEDIUM_PLANNED,52.6,MEDIUM_PLANNED,245
TDMS-DEF-0005,ELECTRICAL_TRD,TDMS,SKL,Singaperumal Koil,51.82,CANTILEVER_BRACKET_MISALIGN,17.6,20,2.0,5,52.5,MEDIUM_PLANNED,52.6,MEDIUM_PLANNED,246
SMMS-DEF-0163,S_AND_T,SMMS,MN,Meenambakkam,19.81,POINT_MACHINE_MOTOR_SLUGGISH,9.2,13,2.0,8,50.3,MEDIUM_PLANNED,52.5,MEDIUM_PLANNED,247
TDMS-DEF-0197,ELECTRICAL_TRD,TDMS,SKL,Singaperumal Koil,51.1,CONTACT_WIRE_CONDEMNING_WEAR,11.6,4,3.0,8,53.2,MEDIUM_PLANNED,52.5,MEDIUM_PLANNED,248
TMS-DEF-0031,ENGINEERING_CIVIL,TMS,UPM,Urapakkam,38.27,IMR_ULTRASONIC_FLAW,6.7,9,3.0,8,50.5,MEDIUM_PLANNED,52.4,MEDIUM_PLANNED,249
SMMS-DEF-0193,S_AND_T,SMMS,STM,St. Thomas Mount,17.12,POINT_GROUND_CONNECTION_WEAR,6.5,3,2.5,8,52.3,MEDIUM_PLANNED,52.4,MEDIUM_PLANNED,250
TDMS-DEF-0133,ELECTRICAL_TRD,TDMS,MSF,Chennai Fort,1.66,CONTACT_WIRE_CONDEMNING_WEAR,4.3,1,3.0,10,51.8,CRITICAL_EMERGENCY,52.3,CRITICAL_EMERGENCY,251
SMMS-DEF-0034,S_AND_T,SMMS,SP,Saidapet,12.9,POINT_GROUND_CONNECTION_WEAR,2.2,1,2.5,9,57.7,CRITICAL_EMERGENCY,52.3,CRITICAL_EMERGENCY,252
SMMS-DEF-0105,S_AND_T,SMMS,UPM,Urapakkam,37.79,POINT_GROUND_CONNECTION_WEAR,8.0,3,2.5,9,50.6,CRITICAL_EMERGENCY,52.3,CRITICAL_EMERGENCY,253
TMS-DEF-0267,ENGINEERING_CIVIL,TMS,PV,Pallavaram,23.01,WELD_COLLAR_FATIGUE,5.8,11,2.5,8,50.2,MEDIUM_PLANNED,52.3,MEDIUM_PLANNED,254
TMS-DEF-0225,ENGINEERING_CIVIL,TMS,PZA,Pazhavanthangal,19.44,IMR_ULTRASONIC_FLAW,6.6,3,3.0,9,51.5,CRITICAL_EMERGENCY,52.2,CRITICAL_EMERGENCY,255
SMMS-DEF-0132,S_AND_T,SMMS,MS,Chennai Egmore,4.59,POINT_MACHINE_MOTOR_SLUGGISH,12.2,14,2.0,7,51.0,MEDIUM_PLANNED,52.2,MEDIUM_PLANNED,256
SMMS-DEF-0003,S_AND_T,SMMS,STM,St. Thomas Mount,17.12,POINT_GROUND_CONNECTION_WEAR,8.7,7,2.5,8,56.4,HIGH_PRIORITY,52.1,MEDIUM_PLANNED,257
TMS-DEF-0143,ENGINEERING_CIVIL,TMS,POTI,Potheri,43.62,IMR_ULTRASONIC_FLAW,5.5,6,3.0,9,50.9,CRITICAL_EMERGENCY,52.0,CRITICAL_EMERGENCY,258
TDMS-DEF-0201,ELECTRICAL_TRD,TDMS,MMNK,Maraimalai Nagar,46.33,SECTION_INSULATOR_PITTING,2.0,1,2.5,9,50.1,CRITICAL_EMERGENCY,52.0,CRITICAL_EMERGENCY,259
SMMS-DEF-0104,S_AND_T,SMMS,GI,Guduvancheri,40.3,SIGNAL_ASPECT_LED_DEGRADATION,9.7,17,1.0,6,52.8,MEDIUM_PLANNED,52.0,MEDIUM_PLANNED,260
SMMS-DEF-0140,S_AND_T,SMMS,NBK,Nungambakkam,8.15,POINT_GROUND_CONNECTION_WEAR,4.0,0,2.5,9,48.0,CRITICAL_EMERGENCY,51.9,CRITICAL_EMERGENCY,261
TMS-DEF-0193,ENGINEERING_CIVIL,TMS,VDR,Vandalur,33.73,BALLAST_DEFICIENCY,15.2,23,4.5,5,52.5,MEDIUM_PLANNED,51.9,MEDIUM_PLANNED,262
TMS-DEF-0005,ENGINEERING_CIVIL,TMS,SP,Saidapet,12.35,RAIL_FRACTURE_RISK,1.9,1,3.5,10,50.9,CRITICAL_EMERGENCY,51.8,CRITICAL_EMERGENCY,263
SMMS-DEF-0043,S_AND_T,SMMS,GDY,Guindy,15.01,POINT_MACHINE_MOTOR_SLUGGISH,7.8,1,2.0,9,50.4,CRITICAL_EMERGENCY,51.8,CRITICAL_EMERGENCY,264
SMMS-DEF-0004,S_AND_T,SMMS,UPM,Urapakkam,37.9,ELECTRONIC_INTERLOCKING_CARD,5.3,10,1.5,8,52.0,MEDIUM_PLANNED,51.8,MEDIUM_PLANNED,265
SMMS-DEF-0023,S_AND_T,SMMS,MBM,Mambalam,11.53,ELECTRONIC_INTERLOCKING_CARD,3.9,10,1.5,8,48.6,MEDIUM_PLANNED,51.8,MEDIUM_PLANNED,266
TMS-DEF-0161,ENGINEERING_CIVIL,TMS,MSF,Chennai Fort,1.49,RAIL_FRACTURE_RISK,2.0,4,3.5,9,53.4,CRITICAL_EMERGENCY,51.7,CRITICAL_EMERGENCY,267
SMMS-DEF-0183,S_AND_T,SMMS,MS,Chennai Egmore,4.32,POINT_MACHINE_MOTOR_SLUGGISH,3.0,6,2.0,9,52.5,CRITICAL_EMERGENCY,51.7,CRITICAL_EMERGENCY,268
TMS-DEF-0279,ENGINEERING_CIVIL,TMS,MSF,Chennai Fort,1.22,TURNOUT_STOCK_RAIL_WEAR,8.5,12,3.5,8,52.3,MEDIUM_PLANNED,51.7,MEDIUM_PLANNED,269
SMMS-DEF-0049,S_AND_T,SMMS,UPM,Urapakkam,37.76,POINT_GROUND_CONNECTION_WEAR,6.0,4,2.5,8,49.8,MEDIUM_PLANNED,51.7,MEDIUM_PLANNED,270
TMS-DEF-0273,ENGINEERING_CIVIL,TMS,PRGL,Perungalathur,32.4,BALLAST_DEFICIENCY,8.2,20,4.5,6,52.7,MEDIUM_PLANNED,51.7,MEDIUM_PLANNED,271
TDMS-DEF-0026,ELECTRICAL_TRD,TDMS,POTI,Potheri,44.27,CANTILEVER_BRACKET_MISALIGN,4.0,29,2.0,5,52.6,MEDIUM_PLANNED,51.7,MEDIUM_PLANNED,272
TDMS-DEF-0055,ELECTRICAL_TRD,TDMS,CGL,Chengalpattu Junction,59.7,CATENARY_DROPPER_FATIGUE,5.4,1,2.0,8,53.7,MEDIUM_PLANNED,51.5,MEDIUM_PLANNED,273
TDMS-DEF-0160,ELECTRICAL_TRD,TDMS,SKL,Singaperumal Koil,52.11,SECTION_INSULATOR_PITTING,14.1,11,2.5,8,49.6,MEDIUM_PLANNED,51.5,MEDIUM_PLANNED,274
TMS-DEF-0280,ENGINEERING_CIVIL,TMS,MSC,Chetpet,6.28,TRACK_GEOMETRY_BAD_TGI,6.6,15,4.0,7,51.6,MEDIUM_PLANNED,51.5,MEDIUM_PLANNED,275
TMS-DEF-0051,ENGINEERING_CIVIL,TMS,GDY,Guindy,14.79,SLEEPER_CRACK_FATIGUE,3.8,34,2.5,5,51.0,MEDIUM_PLANNED,51.5,MEDIUM_PLANNED,276
TMS-DEF-0098,ENGINEERING_CIVIL,TMS,TBM,Tambaram,28.36,RAIL_FRACTURE_RISK,4.2,5,3.5,9,52.0,CRITICAL_EMERGENCY,51.4,CRITICAL_EMERGENCY,277
SMMS-DEF-0134,S_AND_T,SMMS,GDY,Guindy,15.01,POINT_MACHINE_MOTOR_SLUGGISH,2.0,1,2.0,9,51.1,CRITICAL_EMERGENCY,51.4,CRITICAL_EMERGENCY,278
SMMS-DEF-0016,S_AND_T,SMMS,TBM,Tambaram,29.63,POINT_GROUND_CONNECTION_WEAR,1.0,11,2.5,8,51.2,MEDIUM_PLANNED,51.3,MEDIUM_PLANNED,279
TDMS-DEF-0007,ELECTRICAL_TRD,TDMS,GI,Guduvancheri,40.66,INSULATOR_FLASHOVER_RISK,15.2,1,2.5,8,51.3,MEDIUM_PLANNED,51.2,MEDIUM_PLANNED,280
SMMS-DEF-0098,S_AND_T,SMMS,MS,Chennai Egmore,4.32,POINT_MACHINE_MOTOR_SLUGGISH,14.9,5,2.0,7,52.5,MEDIUM_PLANNED,51.2,MEDIUM_PLANNED,281
SMMS-DEF-0220,S_AND_T,SMMS,GDY,Guindy,14.77,ELECTRONIC_INTERLOCKING_CARD,6.1,1,1.5,10,49.5,CRITICAL_EMERGENCY,51.0,CRITICAL_EMERGENCY,282
TMS-DEF-0269,ENGINEERING_CIVIL,TMS,MS,Chennai Egmore,4.03,RAIL_FRACTURE_RISK,4.6,4,3.5,9,50.4,CRITICAL_EMERGENCY,51.0,CRITICAL_EMERGENCY,283
TMS-DEF-0293,ENGINEERING_CIVIL,TMS,PZA,Pazhavanthangal,19.43,TURNOUT_STOCK_RAIL_WEAR,3.8,17,3.5,7,53.0,MEDIUM_PLANNED,51.0,MEDIUM_PLANNED,284
TMS-DEF-0054,ENGINEERING_CIVIL,TMS,CGL,Chengalpattu Junction,59.7,WELD_COLLAR_FATIGUE,4.6,22,2.5,6,51.7,MEDIUM_PLANNED,51.0,MEDIUM_PLANNED,285
SMMS-DEF-0020,S_AND_T,SMMS,TBM,Tambaram,29.06,ELECTRONIC_INTERLOCKING_CARD,4.1,2,1.5,9,49.3,CRITICAL_EMERGENCY,50.9,CRITICAL_EMERGENCY,286
SMMS-DEF-0094,S_AND_T,SMMS,TBM,Tambaram,29.14,POINT_GROUND_CONNECTION_WEAR,3.7,14,2.5,8,48.9,MEDIUM_PLANNED,50.9,MEDIUM_PLANNED,287
TDMS-DEF-0044,ELECTRICAL_TRD,TDMS,TBMS,Tambaram Sanatorium,27.32,CATENARY_DROPPER_FATIGUE,12.2,4,2.0,8,50.3,MEDIUM_PLANNED,50.9,MEDIUM_PLANNED,288
SMMS-DEF-0057,S_AND_T,SMMS,PZA,Pazhavanthangal,18.8,ELECTRONIC_INTERLOCKING_CARD,3.2,0,1.5,9,51.0,CRITICAL_EMERGENCY,50.8,CRITICAL_EMERGENCY,289
TDMS-DEF-0144,ELECTRICAL_TRD,TDMS,MS,Chennai Egmore,3.99,CATENARY_DROPPER_FATIGUE,12.0,2,2.0,8,56.3,HIGH_PRIORITY,50.8,MEDIUM_PLANNED,290
TMS-DEF-0076,ENGINEERING_CIVIL,TMS,MBM,Mambalam,11.1,WELD_COLLAR_FATIGUE,1.5,13,2.5,8,51.2,MEDIUM_PLANNED,50.7,MEDIUM_PLANNED,291
SMMS-DEF-0218,S_AND_T,SMMS,SP,Saidapet,12.66,TRACK_CIRCUIT_INSULATION_FAIL,2.7,16,2.0,6,51.3,MEDIUM_PLANNED,50.7,MEDIUM_PLANNED,292
SMMS-DEF-0007,S_AND_T,SMMS,STM,St. Thomas Mount,17.12,POINT_GROUND_CONNECTION_WEAR,1.4,7,2.5,9,48.7,CRITICAL_EMERGENCY,50.6,CRITICAL_EMERGENCY,293
TMS-DEF-0128,ENGINEERING_CIVIL,TMS,UPM,Urapakkam,37.67,TRACK_GEOMETRY_BAD_TGI,5.3,19,4.0,7,49.6,MEDIUM_PLANNED,50.6,MEDIUM_PLANNED,294
TMS-DEF-0127,ENGINEERING_CIVIL,TMS,TBM,Tambaram,28.55,TURNOUT_STOCK_RAIL_WEAR,14.2,17,3.5,6,50.9,MEDIUM_PLANNED,50.6,MEDIUM_PLANNED,295
TMS-DEF-0080,ENGINEERING_CIVIL,TMS,MN,Meenambakkam,19.78,TRACK_GEOMETRY_BAD_TGI,13.5,1,4.0,8,52.3,MEDIUM_PLANNED,50.4,MEDIUM_PLANNED,296
TMS-DEF-0220,ENGINEERING_CIVIL,TMS,MBM,Mambalam,12.04,TURNOUT_STOCK_RAIL_WEAR,4.1,18,3.5,7,49.9,MEDIUM_PLANNED,50.4,MEDIUM_PLANNED,297
SMMS-DEF-0042,S_AND_T,SMMS,MPK,Chennai Park,3.52,POINT_MACHINE_MOTOR_SLUGGISH,6.5,6,2.0,7,51.0,MEDIUM_PLANNED,50.4,MEDIUM_PLANNED,298
TDMS-DEF-0149,ELECTRICAL_TRD,TDMS,PV,Pallavaram,22.88,SECTION_INSULATOR_PITTING,3.2,1,2.5,9,42.2,CRITICAL_EMERGENCY,50.3,CRITICAL_EMERGENCY,299
SMMS-DEF-0129,S_AND_T,SMMS,MS,Chennai Egmore,4.32,POINT_GROUND_CONNECTION_WEAR,2.2,4,2.5,8,49.2,MEDIUM_PLANNED,50.3,MEDIUM_PLANNED,300
TMS-DEF-0228,ENGINEERING_CIVIL,TMS,MPK,Chennai Park,2.3,TRACK_GEOMETRY_BAD_TGI,9.0,4,4.0,8,50.8,MEDIUM_PLANNED,50.2,MEDIUM_PLANNED,301
SMMS-DEF-0033,S_AND_T,SMMS,SP,Saidapet,12.9,POINT_GROUND_CONNECTION_WEAR,5.3,0,2.5,8,52.5,MEDIUM_PLANNED,50.2,MEDIUM_PLANNED,302
TDMS-DEF-0212,ELECTRICAL_TRD,TDMS,MSF,Chennai Fort,1.75,CATENARY_DROPPER_FATIGUE,7.3,3,2.0,8,44.7,MEDIUM_PLANNED,50.2,MEDIUM_PLANNED,303
TMS-DEF-0219,ENGINEERING_CIVIL,TMS,SKL,Singaperumal Koil,51.68,TURNOUT_STOCK_RAIL_WEAR,1.2,10,3.5,8,48.7,MEDIUM_PLANNED,50.1,MEDIUM_PLANNED,304
TDMS-DEF-0053,ELECTRICAL_TRD,TDMS,TLM,Tirusulam,20.96,CATENARY_DROPPER_FATIGUE,9.9,1,2.0,8,50.6,MEDIUM_PLANNED,50.1,MEDIUM_PLANNED,305
SMMS-DEF-0242,S_AND_T,SMMS,VDR,Vandalur,34.14,TRACK_CIRCUIT_INSULATION_FAIL,14.6,9,2.0,7,49.2,MEDIUM_PLANNED,50.1,MEDIUM_PLANNED,306
TMS-DEF-0117,ENGINEERING_CIVIL,TMS,GDY,Guindy,14.91,BALLAST_DEFICIENCY,11.3,16,4.5,6,51.9,MEDIUM_PLANNED,50.0,MEDIUM_PLANNED,307
TMS-DEF-0242,ENGINEERING_CIVIL,TMS,MMNK,Maraimalai Nagar,46.84,BALLAST_PACKING_ROUTINE,15.9,30,2.0,4,48.8,MEDIUM_PLANNED,50.0,MEDIUM_PLANNED,308
TDMS-DEF-0122,ELECTRICAL_TRD,TDMS,CMP,Chromepet,25.17,INSULATOR_ROUTINE_CLEANING,16.2,22,1.5,5,56.9,HIGH_PRIORITY,49.9,MEDIUM_PLANNED,309
TMS-DEF-0194,ENGINEERING_CIVIL,TMS,GDY,Guindy,14.73,TURNOUT_STOCK_RAIL_WEAR,12.1,10,3.5,7,47.8,MEDIUM_PLANNED,49.8,MEDIUM_PLANNED,310
TDMS-DEF-0112,ELECTRICAL_TRD,TDMS,PRGL,Perungalathur,31.95,ROUTINE_MAST_BONDING_CHECK,9.4,43,1.0,3,53.4,MEDIUM_PLANNED,49.8,MEDIUM_PLANNED,311
SMMS-DEF-0162,S_AND_T,SMMS,MN,Meenambakkam,20.32,CABLE_INSULATION_DROP,8.4,10,3.0,7,49.5,MEDIUM_PLANNED,49.7,MEDIUM_PLANNED,312
TDMS-DEF-0024,ELECTRICAL_TRD,TDMS,SP,Saidapet,12.76,SECTION_INSULATOR_PITTING,8.4,9,2.5,8,46.9,MEDIUM_PLANNED,49.6,MEDIUM_PLANNED,313
TDMS-DEF-0154,ELECTRICAL_TRD,TDMS,CGL,Chengalpattu Junction,59.7,SECTION_INSULATOR_PITTING,11.8,1,2.5,8,49.5,MEDIUM_PLANNED,49.6,MEDIUM_PLANNED,314
TDMS-DEF-0037,ELECTRICAL_TRD,TDMS,GDY,Guindy,14.94,INSULATOR_FLASHOVER_RISK,17.3,0,2.5,7,49.5,MEDIUM_PLANNED,49.6,MEDIUM_PLANNED,315
SMMS-DEF-0191,S_AND_T,SMMS,NBK,Nungambakkam,8.02,ELECTRONIC_INTERLOCKING_CARD,3.2,6,1.5,9,47.5,CRITICAL_EMERGENCY,49.5,CRITICAL_EMERGENCY,316
SMMS-DEF-0239,S_AND_T,SMMS,MN,Meenambakkam,19.66,TRACK_CIRCUIT_INSULATION_FAIL,10.7,5,2.0,8,47.2,MEDIUM_PLANNED,49.5,MEDIUM_PLANNED,317
SMMS-DEF-0238,S_AND_T,SMMS,VDR,Vandalur,34.93,POINT_GROUND_CONNECTION_WEAR,12.6,2,2.5,8,43.1,MEDIUM_PLANNED,49.4,MEDIUM_PLANNED,318
TDMS-DEF-0086,ELECTRICAL_TRD,TDMS,MSC,Chetpet,5.94,INSULATOR_FLASHOVER_RISK,9.5,5,2.5,8,49.2,MEDIUM_PLANNED,49.4,MEDIUM_PLANNED,319
TDMS-DEF-0121,ELECTRICAL_TRD,TDMS,MS,Chennai Egmore,4.91,CONTACT_WIRE_CONDEMNING_WEAR,13.9,1,3.0,8,50.5,MEDIUM_PLANNED,49.3,MEDIUM_PLANNED,320
SMMS-DEF-0127,S_AND_T,SMMS,NBK,Nungambakkam,8.15,POINT_MACHINE_MOTOR_SLUGGISH,13.9,5,2.0,7,55.2,HIGH_PRIORITY,49.3,MEDIUM_PLANNED,321
TDMS-DEF-0077,ELECTRICAL_TRD,TDMS,MN,Meenambakkam,20.0,CONTACT_WIRE_CONDEMNING_WEAR,1.2,6,3.0,8,50.8,MEDIUM_PLANNED,49.2,MEDIUM_PLANNED,322
TDMS-DEF-0130,ELECTRICAL_TRD,TDMS,TBM,Tambaram,29.05,CANTILEVER_BRACKET_MISALIGN,3.1,20,2.0,5,51.6,MEDIUM_PLANNED,49.2,MEDIUM_PLANNED,323
TDMS-DEF-0128,ELECTRICAL_TRD,TDMS,TLM,Tirusulam,21.5,NEUTRAL_SECTION_MAINTENANCE,15.5,5,3.5,8,49.5,MEDIUM_PLANNED,49.1,MEDIUM_PLANNED,324
SMMS-DEF-0021,S_AND_T,SMMS,MS,Chennai Egmore,4.32,POINT_MACHINE_MOTOR_SLUGGISH,10.1,7,2.0,7,49.8,MEDIUM_PLANNED,49.1,MEDIUM_PLANNED,325
TMS-DEF-0065,ENGINEERING_CIVIL,TMS,MKK,Kodambakkam,9.57,TURNOUT_STOCK_RAIL_WEAR,7.3,3,3.5,8,49.0,MEDIUM_PLANNED,49.0,MEDIUM_PLANNED,326
SMMS-DEF-0035,S_AND_T,SMMS,POTI,Potheri,44.04,AXLE_COUNTER_DRIFT,13.8,0,1.5,8,49.7,MEDIUM_PLANNED,48.9,MEDIUM_PLANNED,327
TDMS-DEF-0031,ELECTRICAL_TRD,TDMS,MSF,Chennai Fort,2.04,SECTION_INSULATOR_PITTING,13.6,6,2.5,8,47.4,MEDIUM_PLANNED,48.9,MEDIUM_PLANNED,328
TDMS-DEF-0148,ELECTRICAL_TRD,TDMS,TBMS,Tambaram Sanatorium,27.56,NEUTRAL_SECTION_MAINTENANCE,8.9,8,3.5,8,48.0,MEDIUM_PLANNED,48.9,MEDIUM_PLANNED,329
TMS-DEF-0122,ENGINEERING_CIVIL,TMS,CMP,Chromepet,25.11,SLEEPER_CRACK_FATIGUE,10.9,22,2.5,5,50.3,MEDIUM_PLANNED,48.9,MEDIUM_PLANNED,330
TMS-DEF-0114,ENGINEERING_CIVIL,TMS,GDY,Guindy,14.26,BALLAST_DEFICIENCY,11.4,16,4.5,6,48.6,MEDIUM_PLANNED,48.8,MEDIUM_PLANNED,331
SMMS-DEF-0229,S_AND_T,SMMS,GDY,Guindy,15.01,POINT_GROUND_CONNECTION_WEAR,2.8,0,2.5,8,48.8,MEDIUM_PLANNED,48.7,MEDIUM_PLANNED,332
TMS-DEF-0207,ENGINEERING_CIVIL,TMS,VDR,Vandalur,34.59,TURNOUT_STOCK_RAIL_WEAR,9.5,1,3.5,8,50.5,MEDIUM_PLANNED,48.6,MEDIUM_PLANNED,333
TDMS-DEF-0052,ELECTRICAL_TRD,TDMS,MPK,Chennai Park,3.17,SECTION_INSULATOR_PITTING,7.6,3,2.5,8,47.9,MEDIUM_PLANNED,48.6,MEDIUM_PLANNED,334
SMMS-DEF-0101,S_AND_T,SMMS,GDY,Guindy,15.01,POINT_MACHINE_MOTOR_SLUGGISH,10.7,1,2.0,8,45.2,MEDIUM_PLANNED,48.5,MEDIUM_PLANNED,335
TMS-DEF-0270,ENGINEERING_CIVIL,TMS,GDY,Guindy,15.72,WELD_COLLAR_FATIGUE,15.4,3,2.5,7,49.5,MEDIUM_PLANNED,48.5,MEDIUM_PLANNED,336
SMMS-DEF-0013,S_AND_T,SMMS,MMNK,Maraimalai Nagar,46.96,POINT_MACHINE_MOTOR_SLUGGISH,7.9,0,2.0,8,51.2,MEDIUM_PLANNED,48.3,MEDIUM_PLANNED,337
TMS-DEF-0255,ENGINEERING_CIVIL,TMS,MS,Chennai Egmore,5.1,WELD_COLLAR_FATIGUE,12.8,1,2.5,8,45.9,MEDIUM_PLANNED,48.2,MEDIUM_PLANNED,338
SMMS-DEF-0108,S_AND_T,SMMS,NBK,Nungambakkam,8.15,POINT_MACHINE_MOTOR_SLUGGISH,8.9,0,2.0,8,47.9,MEDIUM_PLANNED,48.2,MEDIUM_PLANNED,339
TMS-DEF-0107,ENGINEERING_CIVIL,TMS,CMP,Chromepet,25.32,TRACK_GEOMETRY_BAD_TGI,15.5,5,4.0,7,46.6,MEDIUM_PLANNED,48.2,MEDIUM_PLANNED,340
TDMS-DEF-0213,ELECTRICAL_TRD,TDMS,PZA,Pazhavanthangal,19.26,SECTION_INSULATOR_PITTING,15.7,2,2.5,7,48.8,MEDIUM_PLANNED,48.2,MEDIUM_PLANNED,341
TMS-DEF-0236,ENGINEERING_CIVIL,TMS,UPM,Urapakkam,36.98,TURNOUT_STOCK_RAIL_WEAR,15.7,12,3.5,6,48.1,MEDIUM_PLANNED,48.2,MEDIUM_PLANNED,342
TDMS-DEF-0040,ELECTRICAL_TRD,TDMS,SKL,Singaperumal Koil,52.09,SECTION_INSULATOR_PITTING,9.1,1,2.5,8,49.1,MEDIUM_PLANNED,47.8,MEDIUM_PLANNED,343
SMMS-DEF-0135,S_AND_T,SMMS,TBM,Tambaram,29.14,POINT_MACHINE_MOTOR_SLUGGISH,13.0,0,2.0,8,44.7,MEDIUM_PLANNED,47.7,MEDIUM_PLANNED,344
TDMS-DEF-0193,ELECTRICAL_TRD,TDMS,MBM,Mambalam,10.92,CATENARY_DROPPER_FATIGUE,10.5,13,2.0,6,48.0,MEDIUM_PLANNED,47.6,MEDIUM_PLANNED,345
TDMS-DEF-0139,ELECTRICAL_TRD,TDMS,UPM,Urapakkam,37.66,CATENARY_DROPPER_FATIGUE,1.9,14,2.0,7,46.4,MEDIUM_PLANNED,47.5,MEDIUM_PLANNED,346
TDMS-DEF-0171,ELECTRICAL_TRD,TDMS,MSC,Chetpet,6.21,INSULATOR_ROUTINE_CLEANING,12.9,27,1.5,4,48.6,MEDIUM_PLANNED,47.5,MEDIUM_PLANNED,347
TMS-DEF-0158,ENGINEERING_CIVIL,TMS,SP,Saidapet,12.96,SLEEPER_CRACK_FATIGUE,10.9,14,2.5,6,48.4,MEDIUM_PLANNED,47.4,MEDIUM_PLANNED,348
TMS-DEF-0256,ENGINEERING_CIVIL,TMS,PRGL,Perungalathur,32.43,TRACK_GEOMETRY_BAD_TGI,10.0,8,4.0,7,44.8,MEDIUM_PLANNED,47.3,MEDIUM_PLANNED,349
TMS-DEF-0033,ENGINEERING_CIVIL,TMS,MPK,Chennai Park,2.98,IMR_ULTRASONIC_FLAW,10.6,0,3.0,8,47.6,MEDIUM_PLANNED,47.2,MEDIUM_PLANNED,350
TDMS-DEF-0127,ELECTRICAL_TRD,TDMS,SP,Saidapet,12.53,NEUTRAL_SECTION_MAINTENANCE,6.9,1,3.5,8,47.0,MEDIUM_PLANNED,47.2,MEDIUM_PLANNED,351
TMS-DEF-0283,ENGINEERING_CIVIL,TMS,POTI,Potheri,44.15,TURNOUT_STOCK_RAIL_WEAR,4.6,4,3.5,8,48.2,MEDIUM_PLANNED,47.1,MEDIUM_PLANNED,352
TDMS-DEF-0200,ELECTRICAL_TRD,TDMS,MBM,Mambalam,11.19,INSULATOR_FLASHOVER_RISK,2.8,9,2.5,8,43.8,MEDIUM_PLANNED,47.1,MEDIUM_PLANNED,353
SMMS-DEF-0072,S_AND_T,SMMS,MSC,Chetpet,6.69,AXLE_COUNTER_DRIFT,10.1,0,1.5,8,50.7,MEDIUM_PLANNED,47.0,MEDIUM_PLANNED,354
TDMS-DEF-0003,ELECTRICAL_TRD,TDMS,VDR,Vandalur,33.78,INSULATOR_FLASHOVER_RISK,9.0,8,2.5,7,47.5,MEDIUM_PLANNED,46.9,MEDIUM_PLANNED,355
SMMS-DEF-0056,S_AND_T,SMMS,MN,Meenambakkam,20.51,CABLE_INSULATION_DROP,9.7,10,3.0,6,49.6,MEDIUM_PLANNED,46.9,MEDIUM_PLANNED,356
TMS-DEF-0055,ENGINEERING_CIVIL,TMS,MN,Meenambakkam,20.64,WELD_COLLAR_FATIGUE,3.6,9,2.5,7,47.9,MEDIUM_PLANNED,46.8,MEDIUM_PLANNED,357
TDMS-DEF-0211,ELECTRICAL_TRD,TDMS,MSF,Chennai Fort,1.46,SECTION_INSULATOR_PITTING,4.0,1,2.5,8,49.2,MEDIUM_PLANNED,46.7,MEDIUM_PLANNED,358
SMMS-DEF-0060,S_AND_T,SMMS,SKL,Singaperumal Koil,51.25,SIGNAL_ASPECT_LED_DEGRADATION,3.2,8,1.0,7,45.3,MEDIUM_PLANNED,46.7,MEDIUM_PLANNED,359
TDMS-DEF-0208,ELECTRICAL_TRD,TDMS,MSB,Chennai Beach,0.1,SECTION_INSULATOR_PITTING,8.4,7,2.5,7,38.6,MEDIUM_PLANNED,46.7,MEDIUM_PLANNED,360
TMS-DEF-0251,ENGINEERING_CIVIL,TMS,MS,Chennai Egmore,3.94,TURNOUT_STOCK_RAIL_WEAR,3.8,3,3.5,8,46.8,MEDIUM_PLANNED,46.5,MEDIUM_PLANNED,361
TMS-DEF-0077,ENGINEERING_CIVIL,TMS,PV,Pallavaram,23.02,RAIL_CORRUGATION_WEAR,6.5,14,3.0,6,46.9,MEDIUM_PLANNED,46.5,MEDIUM_PLANNED,362
TMS-DEF-0248,ENGINEERING_CIVIL,TMS,PZA,Pazhavanthangal,18.56,BALLAST_PACKING_ROUTINE,2.9,34,2.0,4,46.9,MEDIUM_PLANNED,46.4,MEDIUM_PLANNED,363
SMMS-DEF-0177,S_AND_T,SMMS,MMNK,Maraimalai Nagar,46.96,POINT_MACHINE_MOTOR_SLUGGISH,11.3,0,2.0,8,43.9,MEDIUM_PLANNED,46.3,MEDIUM_PLANNED,364
SMMS-DEF-0158,S_AND_T,SMMS,MMNK,Maraimalai Nagar,46.85,POINT_MACHINE_MOTOR_SLUGGISH,10.4,6,2.0,7,42.3,MEDIUM_PLANNED,46.3,MEDIUM_PLANNED,365
TDMS-DEF-0082,ELECTRICAL_TRD,TDMS,MPK,Chennai Park,3.09,CANTILEVER_BRACKET_MISALIGN,3.1,22,2.0,6,44.3,MEDIUM_PLANNED,46.3,MEDIUM_PLANNED,366
TMS-DEF-0249,ENGINEERING_CIVIL,TMS,PZA,Pazhavanthangal,18.66,BALLAST_PACKING_ROUTINE,2.6,33,2.0,4,45.5,MEDIUM_PLANNED,46.2,MEDIUM_PLANNED,367
TDMS-DEF-0061,ELECTRICAL_TRD,TDMS,MSC,Chetpet,6.09,SECTION_INSULATOR_PITTING,3.9,0,2.5,9,44.6,CRITICAL_EMERGENCY,46.1,CRITICAL_EMERGENCY,368
