defect_id,department,system_source,station_code,station_name,chainage_km,track_id,defect_category,defect_description,asset_age_years,overdue_days,gmt_traffic_load,speed_restriction_kmh,has_active_tsr,estimated_repair_hours,machinery_required,safety_risk_score,target_mpi_score,urgency_level
TMS-DEF-0181,ENGINEERING_CIVIL,TMS,TBM,Tambaram,28.44,LINE_3_MAIN_DN,RAIL_FLANGE_LUBRICATION,Electronic track lubricator grease replenishment,2.4,4,30.0,0,0,1.0,MANUAL_MAINTENANCE_CREW,3,20.0,ROUTINE_CYCLE
TMS-DEF-0182,ENGINEERING_CIVIL,TMS,SKL,Singaperumal Koil,51.36,3RD_LINE_BIDIRECTIONAL,IMR_ULTRASONIC_FLAW,Immediate Removal rail flaw detected by USFD trolley,15.5,1,38.4,15,1,3.0,MANUAL_WELDING_GANG,9,56.1,CRITICAL_EMERGENCY
TMS-DEF-0183,ENGINEERING_CIVIL,TMS,PRGL,Perungalathur,32.65,LINE_1_SUBURBAN_DN,RAIL_FLANGE_LUBRICATION,Electronic track lubricator grease replenishment,8.0,25,46.8,0,0,1.0,MANUAL_MAINTENANCE_CREW,2,35.9,MEDIUM_PLANNED
TMS-DEF-0184,ENGINEERING_CIVIL,TMS,TBM,Tambaram,28.93,LINE_3_MAIN_DN,BALLAST_PACKING_ROUTINE,Routine manual off-track shoulder ballast packing,4.0,20,32.6,0,0,2.0,OFF_TRACK_TAMPER,4,37.5,MEDIUM_PLANNED
TMS-DEF-0185,ENGINEERING_CIVIL,TMS,SKL,Singaperumal Koil,51.99,3RD_LINE_BIDIRECTIONAL,RAIL_FLANGE_LUBRICATION,Electronic track lubricator grease replenishment,10.5,2,18.9,0,0,1.0,MANUAL_MAINTENANCE_CREW,3,20.4,ROUTINE_CYCLE
TMS-DEF-0186,ENGINEERING_CIVIL,TMS,POTI,Potheri,43.57,LINE_1_SUBURBAN_DN,BALLAST_DEFICIENCY,Deep screening & shoulder cleaning required,11.4,10,28.5,0,0,4.5,BALLAST_CLEANER_BCM,5,38.4,MEDIUM_PLANNED
TMS-DEF-0187,ENGINEERING_CIVIL,TMS,PZA,Pazhavanthangal,17.96,LINE_2_SUBURBAN_UP,BALLAST_PACKING_ROUTINE,Routine manual off-track shoulder ballast packing,10.7,16,20.4,0,0,2.0,OFF_TRACK_TAMPER,4,35.6,MEDIUM_PLANNED
TMS-DEF-0188,ENGINEERING_CIVIL,TMS,UPM,Urapakkam,38.25,LINE_1_SUBURBAN_DN,ROUTINE_FISHPLATE_GREASING,Periodic greasing of fishplates and checking torque bolts,3.8,8,32.3,0,0,1.5,MANUAL_GANG_TOOLS,2,19.0,ROUTINE_CYCLE
TMS-DEF-0189,ENGINEERING_CIVIL,TMS,NBK,Nungambakkam,7.94,LINE_3_MAIN_DN,BALLAST_PACKING_ROUTINE,Routine manual off-track shoulder ballast packing,9.7,7,48.0,0,0,2.0,OFF_TRACK_TAMPER,2,24.4,ROUTINE_CYCLE
TMS-DEF-0190,ENGINEERING_CIVIL,TMS,NBK,Nungambakkam,8.56,LINE_1_SUBURBAN_DN,RAIL_FLANGE_LUBRICATION,Electronic track lubricator grease replenishment,1.8,2,33.1,0,0,1.0,MANUAL_MAINTENANCE_CREW,2,13.9,ROUTINE_CYCLE
TMS-DEF-0191,ENGINEERING_CIVIL,TMS,CMP,Chromepet,25.52,LINE_4_MAIN_UP,BALLAST_DEFICIENCY,Deep screening & shoulder cleaning required,3.8,0,35.4,0,0,4.5,BALLAST_CLEANER_BCM,5,29.0,ROUTINE_CYCLE
TMS-DEF-0192,ENGINEERING_CIVIL,TMS,TLM,Tirusulam,20.6,LINE_4_MAIN_UP,ROUTINE_FISHPLATE_GREASING,Periodic greasing of fishplates and checking torque bolts,10.8,22,19.5,0,0,1.5,MANUAL_GANG_TOOLS,2,29.7,ROUTINE_CYCLE
TMS-DEF-0193,ENGINEERING_CIVIL,TMS,VDR,Vandalur,33.73,LINE_1_SUBURBAN_DN,BALLAST_DEFICIENCY,Deep screening & shoulder cleaning required,15.2,23,44.1,0,0,4.5,BALLAST_CLEANER_BCM,5,52.5,MEDIUM_PLANNED
TMS-DEF-0194,ENGINEERING_CIVIL,TMS,GDY,Guindy,14.73,LINE_1_SUBURBAN_DN,TURNOUT_STOCK_RAIL_WEAR,Tongue & stock rail wear at crossover points,12.1,10,24.0,0,0,3.5,PWAY_TURNOUT_CREW,7,47.8,MEDIUM_PLANNED
TMS-DEF-0195,ENGINEERING_CIVIL,TMS,TBM,Tambaram,29.47,3RD_LINE_BIDIRECTIONAL,ROUTINE_FISHPLATE_GREASING,Periodic greasing of fishplates and checking torque bolts,13.4,4,45.4,0,0,1.5,MANUAL_GANG_TOOLS,1,18.6,ROUTINE_CYCLE
TMS-DEF-0196,ENGINEERING_CIVIL,TMS,MN,Meenambakkam,20.62,LINE_1_SUBURBAN_DN,RAIL_CORRUGATION_WEAR,Severe rail corrugation and wheel burn marks,0.8,4,49.3,0,0,3.0,RAIL_GRINDING_MACHINE_RGM,5,33.1,ROUTINE_CYCLE
TMS-DEF-0197,ENGINEERING_CIVIL,TMS,PRGL,Perungalathur,32.53,LINE_2_SUBURBAN_UP,RAIL_FLANGE_LUBRICATION,Electronic track lubricator grease replenishment,7.0,12,21.9,0,0,1.0,MANUAL_MAINTENANCE_CREW,1,16.3,ROUTINE_CYCLE
TMS-DEF-0198,ENGINEERING_CIVIL,TMS,STM,St. Thomas Mount,16.59,LINE_4_MAIN_UP,SLEEPER_CRACK_FATIGUE,Prestressed concrete sleeper cracked under high axle load,1.9,22,46.7,0,0,2.5,SLEEPER_REPLACEMENT_TEAM,4,40.7,MEDIUM_PLANNED
TMS-DEF-0199,ENGINEERING_CIVIL,TMS,TLM,Tirusulam,21.36,LINE_1_SUBURBAN_DN,RAIL_CORRUGATION_WEAR,Severe rail corrugation and wheel burn marks,14.0,21,43.4,0,0,3.0,RAIL_GRINDING_MACHINE_RGM,4,45.4,MEDIUM_PLANNED
TMS-DEF-0200,ENGINEERING_CIVIL,TMS,STM,St. Thomas Mount,17.57,LINE_1_SUBURBAN_DN,ROUTINE_FISHPLATE_GREASING,Periodic greasing of fishplates and checking torque bolts,10.3,15,36.0,0,0,1.5,MANUAL_GANG_TOOLS,1,22.9,ROUTINE_CYCLE
TMS-DEF-0201,ENGINEERING_CIVIL,TMS,SKL,Singaperumal Koil,51.24,3RD_LINE_BIDIRECTIONAL,RAIL_FLANGE_LUBRICATION,Electronic track lubricator grease replenishment,13.1,10,26.0,0,0,1.0,MANUAL_MAINTENANCE_CREW,1,18.8,ROUTINE_CYCLE
TMS-DEF-0202,ENGINEERING_CIVIL,TMS,SP,Saidapet,12.42,LINE_2_SUBURBAN_UP,RAIL_FLANGE_LUBRICATION,Electronic track lubricator grease replenishment,1.7,0,50.3,0,0,1.0,MANUAL_MAINTENANCE_CREW,3,20.9,ROUTINE_CYCLE
TMS-DEF-0203,ENGINEERING_CIVIL,TMS,CMP,Chromepet,25.29,LINE_4_MAIN_UP,RAIL_FLANGE_LUBRICATION,Electronic track lubricator grease replenishment,14.8,1,37.2,0,0,1.0,MANUAL_MAINTENANCE_CREW,3,25.5,ROUTINE_CYCLE
TMS-DEF-0204,ENGINEERING_CIVIL,TMS,VDR,Vandalur,34.16,3RD_LINE_BIDIRECTIONAL,SLEEPER_CRACK_FATIGUE,Prestressed concrete sleeper cracked under high axle load,2.8,22,20.3,0,0,2.5,SLEEPER_REPLACEMENT_TEAM,5,40.9,MEDIUM_PLANNED
TMS-DEF-0205,ENGINEERING_CIVIL,TMS,UPM,Urapakkam,37.18,LINE_2_SUBURBAN_UP,BALLAST_PACKING_ROUTINE,Routine manual off-track shoulder ballast packing,1.4,9,35.2,0,0,2.0,OFF_TRACK_TAMPER,3,24.0,ROUTINE_CYCLE
TMS-DEF-0206,ENGINEERING_CIVIL,TMS,PV,Pallavaram,23.07,LINE_1_SUBURBAN_DN,SLEEPER_CRACK_FATIGUE,Prestressed concrete sleeper cracked under high axle load,13.4,0,20.6,0,0,2.5,SLEEPER_REPLACEMENT_TEAM,4,25.8,ROUTINE_CYCLE
TMS-DEF-0207,ENGINEERING_CIVIL,TMS,VDR,Vandalur,34.59,LINE_2_SUBURBAN_UP,TURNOUT_STOCK_RAIL_WEAR,Tongue & stock rail wear at crossover points,9.5,1,50.4,0,0,3.5,PWAY_TURNOUT_CREW,8,50.5,MEDIUM_PLANNED
TMS-DEF-0208,ENGINEERING_CIVIL,TMS,MSF,Chennai Fort,1.72,LINE_2_SUBURBAN_UP,SLEEPER_CRACK_FATIGUE,Prestressed concrete sleeper cracked under high axle load,9.9,10,35.0,0,0,2.5,SLEEPER_REPLACEMENT_TEAM,4,34.0,ROUTINE_CYCLE
TMS-DEF-0209,ENGINEERING_CIVIL,TMS,PV,Pallavaram,22.52,LINE_3_MAIN_DN,RAIL_FRACTURE_RISK,Fishplate bolt hole crack / micro-fracture near heat zone,8.3,0,23.9,30,1,3.5,EMERGENCY_RAIL_REPLACEMENT,9,48.9,CRITICAL_EMERGENCY
TMS-DEF-0210,ENGINEERING_CIVIL,TMS,PV,Pallavaram,23.94,LINE_2_SUBURBAN_UP,SLEEPER_CRACK_FATIGUE,Prestressed concrete sleeper cracked under high axle load,6.3,1,27.6,0,0,2.5,SLEEPER_REPLACEMENT_TEAM,5,29.4,ROUTINE_CYCLE
TMS-DEF-0211,ENGINEERING_CIVIL,TMS,SKL,Singaperumal Koil,51.22,3RD_LINE_BIDIRECTIONAL,IMR_ULTRASONIC_FLAW,Immediate Removal rail flaw detected by USFD trolley,12.7,7,40.0,0,0,3.0,MANUAL_WELDING_GANG,8,54.2,MEDIUM_PLANNED
TMS-DEF-0212,ENGINEERING_CIVIL,TMS,STM,St. Thomas Mount,16.47,LINE_4_MAIN_UP,BALLAST_DEFICIENCY,Deep screening & shoulder cleaning required,4.4,11,47.0,0,0,4.5,BALLAST_CLEANER_BCM,6,44.3,MEDIUM_PLANNED
TMS-DEF-0213,ENGINEERING_CIVIL,TMS,MSC,Chetpet,6.29,LINE_2_SUBURBAN_UP,SLEEPER_CRACK_FATIGUE,Prestressed concrete sleeper cracked under high axle load,5.3,10,40.3,0,0,2.5,SLEEPER_REPLACEMENT_TEAM,6,42.7,MEDIUM_PLANNED
TMS-DEF-0214,ENGINEERING_CIVIL,TMS,MN,Meenambakkam,19.45,LINE_1_SUBURBAN_DN,BALLAST_DEFICIENCY,Deep screening & shoulder cleaning required,9.2,2,39.9,0,0,4.5,BALLAST_CLEANER_BCM,5,34.0,ROUTINE_CYCLE
TMS-DEF-0215,ENGINEERING_CIVIL,TMS,MSC,Chetpet,6.83,LINE_1_SUBURBAN_DN,RAIL_FLANGE_LUBRICATION,Electronic track lubricator grease replenishment,10.9,12,35.3,0,0,1.0,MANUAL_MAINTENANCE_CREW,1,20.9,ROUTINE_CYCLE
TMS-DEF-0216,ENGINEERING_CIVIL,TMS,PZA,Pazhavanthangal,18.44,LINE_2_SUBURBAN_UP,SLEEPER_CRACK_FATIGUE,Prestressed concrete sleeper cracked under high axle load,15.2,2,34.5,0,0,2.5,SLEEPER_REPLACEMENT_TEAM,4,30.9,ROUTINE_CYCLE
TMS-DEF-0217,ENGINEERING_CIVIL,TMS,MSC,Chetpet,6.01,LINE_3_MAIN_DN,RAIL_FRACTURE_RISK,Fishplate bolt hole crack / micro-fracture near heat zone,8.4,3,36.4,30,1,3.5,EMERGENCY_RAIL_REPLACEMENT,9,53.6,CRITICAL_EMERGENCY
TMS-DEF-0218,ENGINEERING_CIVIL,TMS,STM,St. Thomas Mount,17.72,LINE_2_SUBURBAN_UP,BALLAST_PACKING_ROUTINE,Routine manual off-track shoulder ballast packing,6.3,13,23.5,0,0,2.0,OFF_TRACK_TAMPER,4,32.0,ROUTINE_CYCLE
TMS-DEF-0219,ENGINEERING_CIVIL,TMS,SKL,Singaperumal Koil,51.68,LINE_1_SUBURBAN_DN,TURNOUT_STOCK_RAIL_WEAR,Tongue & stock rail wear at crossover points,1.2,10,30.4,0,0,3.5,PWAY_TURNOUT_CREW,8,48.7,MEDIUM_PLANNED
TMS-DEF-0220,ENGINEERING_CIVIL,TMS,MBM,Mambalam,12.04,LINE_3_MAIN_DN,TURNOUT_STOCK_RAIL_WEAR,Tongue & stock rail wear at crossover points,4.1,18,26.1,0,0,3.5,PWAY_TURNOUT_CREW,7,49.9,MEDIUM_PLANNED
TMS-DEF-0221,ENGINEERING_CIVIL,TMS,MKK,Kodambakkam,9.47,LINE_4_MAIN_UP,TURNOUT_STOCK_RAIL_WEAR,Tongue & stock rail wear at crossover points,12.4,10,44.5,50,1,3.5,PWAY_TURNOUT_CREW,8,57.1,HIGH_PRIORITY
TMS-DEF-0222,ENGINEERING_CIVIL,TMS,TLM,Tirusulam,21.97,LINE_2_SUBURBAN_UP,BALLAST_PACKING_ROUTINE,Routine manual off-track shoulder ballast packing,2.6,8,26.5,0,0,2.0,OFF_TRACK_TAMPER,4,27.2,ROUTINE_CYCLE
TMS-DEF-0223,ENGINEERING_CIVIL,TMS,CMP,Chromepet,25.95,LINE_1_SUBURBAN_DN,ROUTINE_FISHPLATE_GREASING,Periodic greasing of fishplates and checking torque bolts,13.7,0,27.7,0,0,1.5,MANUAL_GANG_TOOLS,1,12.4,ROUTINE_CYCLE
TMS-DEF-0224,ENGINEERING_CIVIL,TMS,SP,Saidapet,12.82,LINE_2_SUBURBAN_UP,RAIL_CORRUGATION_WEAR,Severe rail corrugation and wheel burn marks,1.9,4,49.0,0,0,3.0,RAIL_GRINDING_MACHINE_RGM,5,33.6,ROUTINE_CYCLE
TMS-DEF-0225,ENGINEERING_CIVIL,TMS,PZA,Pazhavanthangal,19.44,LINE_4_MAIN_UP,IMR_ULTRASONIC_FLAW,Immediate Removal rail flaw detected by USFD trolley,6.6,3,30.7,15,1,3.0,MANUAL_WELDING_GANG,9,51.5,CRITICAL_EMERGENCY
TMS-DEF-0226,ENGINEERING_CIVIL,TMS,PZA,Pazhavanthangal,18.31,LINE_3_MAIN_DN,RAIL_FRACTURE_RISK,Fishplate bolt hole crack / micro-fracture near heat zone,13.5,2,40.1,15,1,3.5,EMERGENCY_RAIL_REPLACEMENT,9,56.2,CRITICAL_EMERGENCY
TMS-DEF-0227,ENGINEERING_CIVIL,TMS,MSF,Chennai Fort,1.46,LINE_4_MAIN_UP,TRACK_GEOMETRY_BAD_TGI,Track Geometry Index (TGI) below 60 requiring tamping,12.3,36,33.9,15,1,4.0,CSM_09_32_TAMPER,9,78.1,CRITICAL_EMERGENCY
TMS-DEF-0228,ENGINEERING_CIVIL,TMS,MPK,Chennai Park,2.3,LINE_2_SUBURBAN_UP,TRACK_GEOMETRY_BAD_TGI,Track Geometry Index (TGI) below 60 requiring tamping,9.0,4,42.7,0,0,4.0,CSM_09_32_TAMPER,8,50.8,MEDIUM_PLANNED
TMS-DEF-0229,ENGINEERING_CIVIL,TMS,TLM,Tirusulam,20.6,LINE_3_MAIN_DN,WELD_COLLAR_FATIGUE,AT Weld visual defect exceeding permissible tolerance,5.2,22,19.6,0,0,2.5,AT_WELDING_CREW,7,51.9,MEDIUM_PLANNED
TMS-DEF-0230,ENGINEERING_CIVIL,TMS,UPM,Urapakkam,37.97,LINE_2_SUBURBAN_UP,RAIL_FRACTURE_RISK,Fishplate bolt hole crack / micro-fracture near heat zone,2.2,9,48.8,30,1,3.5,EMERGENCY_RAIL_REPLACEMENT,9,57.2,CRITICAL_EMERGENCY
TMS-DEF-0231,ENGINEERING_CIVIL,TMS,TBMS,Tambaram Sanatorium,27.48,LINE_2_SUBURBAN_UP,BALLAST_DEFICIENCY,Deep screening & shoulder cleaning required,7.2,15,38.9,0,0,4.5,BALLAST_CLEANER_BCM,4,36.9,MEDIUM_PLANNED
TMS-DEF-0232,ENGINEERING_CIVIL,TMS,PRGL,Perungalathur,32.51,3RD_LINE_BIDIRECTIONAL,RAIL_FLANGE_LUBRICATION,Electronic track lubricator grease replenishment,1.8,6,51.1,0,0,1.0,MANUAL_MAINTENANCE_CREW,1,15.3,ROUTINE_CYCLE
TMS-DEF-0233,ENGINEERING_CIVIL,TMS,TBMS,Tambaram Sanatorium,27.43,LINE_1_SUBURBAN_DN,RAIL_CORRUGATION_WEAR,Severe rail corrugation and wheel burn marks,14.0,8,19.5,0,0,3.0,RAIL_GRINDING_MACHINE_RGM,5,36.5,MEDIUM_PLANNED
TMS-DEF-0234,ENGINEERING_CIVIL,TMS,PZA,Pazhavanthangal,18.36,LINE_1_SUBURBAN_DN,SLEEPER_CRACK_FATIGUE,Prestressed concrete sleeper cracked under high axle load,12.7,6,29.7,0,0,2.5,SLEEPER_REPLACEMENT_TEAM,6,41.5,MEDIUM_PLANNED
TMS-DEF-0235,ENGINEERING_CIVIL,TMS,GI,Guduvancheri,40.62,3RD_LINE_BIDIRECTIONAL,SLEEPER_CRACK_FATIGUE,Prestressed concrete sleeper cracked under high axle load,2.6,2,30.0,0,0,2.5,SLEEPER_REPLACEMENT_TEAM,5,28.7,ROUTINE_CYCLE
TMS-DEF-0236,ENGINEERING_CIVIL,TMS,UPM,Urapakkam,36.98,3RD_LINE_BIDIRECTIONAL,TURNOUT_STOCK_RAIL_WEAR,Tongue & stock rail wear at crossover points,15.7,12,34.3,0,0,3.5,PWAY_TURNOUT_CREW,6,48.1,MEDIUM_PLANNED
TMS-DEF-0237,ENGINEERING_CIVIL,TMS,CGL,Chengalpattu Junction,59.26,3RD_LINE_BIDIRECTIONAL,TURNOUT_STOCK_RAIL_WEAR,Tongue & stock rail wear at crossover points,1.1,3,24.9,0,0,3.5,PWAY_TURNOUT_CREW,6,32.6,ROUTINE_CYCLE
TMS-DEF-0238,ENGINEERING_CIVIL,TMS,MSF,Chennai Fort,1.5,LINE_3_MAIN_DN,ROUTINE_FISHPLATE_GREASING,Periodic greasing of fishplates and checking torque bolts,6.7,0,45.7,0,0,1.5,MANUAL_GANG_TOOLS,2,17.5,ROUTINE_CYCLE
TMS-DEF-0239,ENGINEERING_CIVIL,TMS,SP,Saidapet,12.16,LINE_2_SUBURBAN_UP,BALLAST_DEFICIENCY,Deep screening & shoulder cleaning required,6.0,10,44.5,0,0,4.5,BALLAST_CLEANER_BCM,6,43.9,MEDIUM_PLANNED
TMS-DEF-0240,ENGINEERING_CIVIL,TMS,STM,St. Thomas Mount,16.76,LINE_3_MAIN_DN,RAIL_CORRUGATION_WEAR,Severe rail corrugation and wheel burn marks,14.3,1,43.3,0,0,3.0,RAIL_GRINDING_MACHINE_RGM,5,36.5,MEDIUM_PLANNED
TMS-DEF-0241,ENGINEERING_CIVIL,TMS,STM,St. Thomas Mount,17.88,LINE_4_MAIN_UP,TURNOUT_STOCK_RAIL_WEAR,Tongue & stock rail wear at crossover points,6.2,28,45.1,30,1,3.5,PWAY_TURNOUT_CREW,8,66.7,HIGH_PRIORITY
TMS-DEF-0242,ENGINEERING_CIVIL,TMS,MMNK,Maraimalai Nagar,46.84,LINE_2_SUBURBAN_UP,BALLAST_PACKING_ROUTINE,Routine manual off-track shoulder ballast packing,15.9,30,24.1,0,0,2.0,OFF_TRACK_TAMPER,4,48.8,MEDIUM_PLANNED
TMS-DEF-0243,ENGINEERING_CIVIL,TMS,STM,St. Thomas Mount,16.48,LINE_3_MAIN_DN,RAIL_FLANGE_LUBRICATION,Electronic track lubricator grease replenishment,5.1,24,33.2,0,0,1.0,MANUAL_MAINTENANCE_CREW,3,36.0,MEDIUM_PLANNED
TMS-DEF-0244,ENGINEERING_CIVIL,TMS,TLM,Tirusulam,20.69,LINE_4_MAIN_UP,SLEEPER_CRACK_FATIGUE,Prestressed concrete sleeper cracked under high axle load,7.4,4,42.7,0,0,2.5,SLEEPER_REPLACEMENT_TEAM,5,35.0,MEDIUM_PLANNED
TMS-DEF-0245,ENGINEERING_CIVIL,TMS,VDR,Vandalur,35.24,LINE_2_SUBURBAN_UP,RAIL_FLANGE_LUBRICATION,Electronic track lubricator grease replenishment,15.7,0,50.2,0,0,1.0,MANUAL_MAINTENANCE_CREW,1,17.9,ROUTINE_CYCLE
TMS-DEF-0246,ENGINEERING_CIVIL,TMS,GI,Guduvancheri,40.63,LINE_2_SUBURBAN_UP,ROUTINE_FISHPLATE_GREASING,Periodic greasing of fishplates and checking torque bolts,12.9,26,41.1,0,0,1.5,MANUAL_GANG_TOOLS,2,37.9,MEDIUM_PLANNED
TMS-DEF-0247,ENGINEERING_CIVIL,TMS,MSC,Chetpet,7.12,LINE_4_MAIN_UP,IMR_ULTRASONIC_FLAW,Immediate Removal rail flaw detected by USFD trolley,2.5,5,26.0,20,1,3.0,MANUAL_WELDING_GANG,10,55.0,CRITICAL_EMERGENCY
TMS-DEF-0248,ENGINEERING_CIVIL,TMS,PZA,Pazhavanthangal,18.56,LINE_1_SUBURBAN_DN,BALLAST_PACKING_ROUTINE,Routine manual off-track shoulder ballast packing,2.9,34,33.3,0,0,2.0,OFF_TRACK_TAMPER,4,46.9,MEDIUM_PLANNED
TMS-DEF-0249,ENGINEERING_CIVIL,TMS,PZA,Pazhavanthangal,18.66,LINE_1_SUBURBAN_DN,BALLAST_PACKING_ROUTINE,Routine manual off-track shoulder ballast packing,2.6,33,30.5,0,0,2.0,OFF_TRACK_TAMPER,4,45.5,MEDIUM_PLANNED
TMS-DEF-0250,ENGINEERING_CIVIL,TMS,UPM,Urapakkam,37.15,LINE_1_SUBURBAN_DN,IMR_ULTRASONIC_FLAW,Immediate Removal rail flaw detected by USFD trolley,11.9,19,35.0,30,1,3.0,MANUAL_WELDING_GANG,9,66.2,CRITICAL_EMERGENCY
TMS-DEF-0251,ENGINEERING_CIVIL,TMS,MS,Chennai Egmore,3.94,LINE_3_MAIN_DN,TURNOUT_STOCK_RAIL_WEAR,Tongue & stock rail wear at crossover points,3.8,3,38.8,0,0,3.5,PWAY_TURNOUT_CREW,8,46.8,MEDIUM_PLANNED
TMS-DEF-0252,ENGINEERING_CIVIL,TMS,CMP,Chromepet,24.87,LINE_2_SUBURBAN_UP,RAIL_FRACTURE_RISK,Fishplate bolt hole crack / micro-fracture near heat zone,7.5,4,48.6,15,1,3.5,EMERGENCY_RAIL_REPLACEMENT,10,61.3,CRITICAL_EMERGENCY
TMS-DEF-0253,ENGINEERING_CIVIL,TMS,CGL,Chengalpattu Junction,59.7,LINE_2_SUBURBAN_UP,RAIL_FLANGE_LUBRICATION,Electronic track lubricator grease replenishment,5.9,19,20.2,0,0,1.0,MANUAL_MAINTENANCE_CREW,3,30.3,ROUTINE_CYCLE
TMS-DEF-0254,ENGINEERING_CIVIL,TMS,GDY,Guindy,15.64,LINE_2_SUBURBAN_UP,RAIL_FLANGE_LUBRICATION,Electronic track lubricator grease replenishment,3.2,3,30.3,0,0,1.0,MANUAL_MAINTENANCE_CREW,1,9.8,ROUTINE_CYCLE
TMS-DEF-0255,ENGINEERING_CIVIL,TMS,MS,Chennai Egmore,5.1,LINE_2_SUBURBAN_UP,WELD_COLLAR_FATIGUE,AT Weld visual defect exceeding permissible tolerance,12.8,1,18.9,0,0,2.5,AT_WELDING_CREW,8,45.9,MEDIUM_PLANNED
TMS-DEF-0256,ENGINEERING_CIVIL,TMS,PRGL,Perungalathur,32.43,3RD_LINE_BIDIRECTIONAL,TRACK_GEOMETRY_BAD_TGI,Track Geometry Index (TGI) below 60 requiring tamping,10.0,8,20.9,0,0,4.0,CSM_09_32_TAMPER,7,44.8,MEDIUM_PLANNED
TMS-DEF-0257,ENGINEERING_CIVIL,TMS,MN,Meenambakkam,20.84,LINE_4_MAIN_UP,ROUTINE_FISHPLATE_GREASING,Periodic greasing of fishplates and checking torque bolts,6.9,27,31.9,0,0,1.5,MANUAL_GANG_TOOLS,4,43.7,MEDIUM_PLANNED
TMS-DEF-0258,ENGINEERING_CIVIL,TMS,MPK,Chennai Park,2.47,LINE_3_MAIN_DN,RAIL_FLANGE_LUBRICATION,Electronic track lubricator grease replenishment,1.6,11,33.8,0,0,1.0,MANUAL_MAINTENANCE_CREW,3,25.3,ROUTINE_CYCLE
TMS-DEF-0259,ENGINEERING_CIVIL,TMS,PZA,Pazhavanthangal,18.16,LINE_2_SUBURBAN_UP,TRACK_GEOMETRY_BAD_TGI,Track Geometry Index (TGI) below 60 requiring tamping,7.2,8,49.0,0,0,4.0,CSM_09_32_TAMPER,6,44.0,MEDIUM_PLANNED
TMS-DEF-0260,ENGINEERING_CIVIL,TMS,MS,Chennai Egmore,4.35,LINE_3_MAIN_DN,TRACK_GEOMETRY_BAD_TGI,Track Geometry Index (TGI) below 60 requiring tamping,3.0,1,49.8,0,0,4.0,CSM_09_32_TAMPER,6,37.2,MEDIUM_PLANNED
TMS-DEF-0261,ENGINEERING_CIVIL,TMS,PZA,Pazhavanthangal,19.47,LINE_3_MAIN_DN,RAIL_FRACTURE_RISK,Fishplate bolt hole crack / micro-fracture near heat zone,4.4,9,39.6,15,1,3.5,EMERGENCY_RAIL_REPLACEMENT,10,61.4,CRITICAL_EMERGENCY
TMS-DEF-0262,ENGINEERING_CIVIL,TMS,UPM,Urapakkam,37.18,3RD_LINE_BIDIRECTIONAL,RAIL_FRACTURE_RISK,Fishplate bolt hole crack / micro-fracture near heat zone,8.3,46,23.7,15,1,3.5,EMERGENCY_RAIL_REPLACEMENT,10,86.1,CRITICAL_EMERGENCY
TMS-DEF-0263,ENGINEERING_CIVIL,TMS,GI,Guduvancheri,40.61,3RD_LINE_BIDIRECTIONAL,SLEEPER_CRACK_FATIGUE,Prestressed concrete sleeper cracked under high axle load,13.6,1,37.2,0,0,2.5,SLEEPER_REPLACEMENT_TEAM,4,29.9,ROUTINE_CYCLE
TMS-DEF-0264,ENGINEERING_CIVIL,TMS,MPK,Chennai Park,2.34,LINE_3_MAIN_DN,RAIL_FLANGE_LUBRICATION,Electronic track lubricator grease replenishment,3.8,7,37.5,0,0,1.0,MANUAL_MAINTENANCE_CREW,3,24.3,ROUTINE_CYCLE
TMS-DEF-0265,ENGINEERING_CIVIL,TMS,UPM,Urapakkam,36.75,3RD_LINE_BIDIRECTIONAL,ROUTINE_FISHPLATE_GREASING,Periodic greasing of fishplates and checking torque bolts,5.0,20,50.5,0,0,1.5,MANUAL_GANG_TOOLS,2,31.6,ROUTINE_CYCLE
TMS-DEF-0266,ENGINEERING_CIVIL,TMS,MBM,Mambalam,11.78,LINE_4_MAIN_UP,BALLAST_DEFICIENCY,Deep screening & shoulder cleaning required,7.5,13,41.4,0,0,4.5,BALLAST_CLEANER_BCM,4,36.1,MEDIUM_PLANNED
TMS-DEF-0267,ENGINEERING_CIVIL,TMS,PV,Pallavaram,23.01,LINE_4_MAIN_UP,WELD_COLLAR_FATIGUE,AT Weld visual defect exceeding permissible tolerance,5.8,11,22.9,0,0,2.5,AT_WELDING_CREW,8,50.2,MEDIUM_PLANNED
TMS-DEF-0268,ENGINEERING_CIVIL,TMS,STM,St. Thomas Mount,17.49,LINE_3_MAIN_DN,RAIL_CORRUGATION_WEAR,Severe rail corrugation and wheel burn marks,2.5,12,30.6,0,0,3.0,RAIL_GRINDING_MACHINE_RGM,6,40.8,MEDIUM_PLANNED
TMS-DEF-0269,ENGINEERING_CIVIL,TMS,MS,Chennai Egmore,4.03,LINE_4_MAIN_UP,RAIL_FRACTURE_RISK,Fishplate bolt hole crack / micro-fracture near heat zone,4.6,4,26.4,15,1,3.5,EMERGENCY_RAIL_REPLACEMENT,9,50.4,CRITICAL_EMERGENCY
TMS-DEF-0270,ENGINEERING_CIVIL,TMS,GDY,Guindy,15.72,LINE_4_MAIN_UP,WELD_COLLAR_FATIGUE,AT Weld visual defect exceeding permissible tolerance,15.4,3,48.7,0,0,2.5,AT_WELDING_CREW,7,49.5,MEDIUM_PLANNED
